index;name;album;artist;release_date;length;popularity;mode;acousticness;danceability;energy;instrumentalness;liveness;valence;loudness;speechiness;tempo;duration_ms;time_signature;genre;url
4716;Três Pontinhos - Ao Vivo;Terra Sem Cep (ao Vivo);Jorge & Mateus;43154;150861;52;1;0,273;0,591;0,882;0;0,359;0,8;-4,311;0,109;171,837;150861;4;['pop nacional', 'sertanejo universitario'];https://open.spotify.com/track/43nkDm3QmUcioZTbNWzwMK
4717;ASTROTHUNDER;ASTROWORLD;Travis Scott;43315;142969;73;0;0,142;0,7;0,46;0,0000481;0,111;0,286;-8,111;0,0661;151,901;142969;4;['rap'];https://open.spotify.com/track/4MXhiYIRDMGAuvZc5IFTwC
4718;Só Quem Tem Raiz;Renovo;Sarah Farias;43168;303717;52;1;0,325;0,546;0,633;0,00000639;0,0966;0,385;-9,865;0,0403;150,024;303717;4;['brazilian gospel'];https://open.spotify.com/track/5GdKQayfNJloGuqAmZCRuA
4719;Neném - Ao Vivo;Gabi Martins (Ao Vivo);Gabi Martins;43357;166902;52;1;0,295;0,778;0,46;0;0,359;0,468;-8,772;0,0314;118,061;166903;4;['sertanejo pop'];https://open.spotify.com/track/2Yz14TQlxNXHmnkml4TyDL
4720;Se Eu Engravidar a Culpa É Sua Não É Minha;Se Eu Engravidar a Culpa É Sua Não É Minha;Dj Gabriel do Borel;43454;131600;52;1;0,193;0,896;0,549;0;0,127;0,892;-3,214;0,412;99,851;131600;3;['funk carioca', 'funk ostentacao'];https://open.spotify.com/track/1MB3ET9X1PmSGCdmXU8DSq
4721;Ainda Sou Tão Seu - Ao Vivo;Esquenta Do Felipe Araújo (Ao Vivo);Felipe Araújo;43237;162391;52;1;0,188;0,725;0,678;0;0,425;0,604;-5,268;0,0298;126,916;162392;4;['funk carioca', 'sertanejo pop', 'sertanejo universitario'];https://open.spotify.com/track/07PHNpknqZFw6N3GzNQWB8
4722;Pot-Pourri: Ainda Gosto de Você / Luz do Desejo - Ao Vivo;Tardezinha 2 (Ao Vivo);Thiaguinho;43259;232166;52;1;0,494;0,396;0,768;0;0,98;0,757;-6,101;0,0423;80,284;232166;4;['batidao romantico', 'brega funk', 'brega romantico', 'forro de favela', 'funk carioca'];https://open.spotify.com/track/16dJ8sdAuujepLYTiOSHMx
4723;Nosso Xote;Com o Pé nas Nuvens;Bicho de Pé;43348;223826;52;1;0,528;0,614;0,516;0;0,205;0,732;-5,967;0,0416;144,652;223827;4;['forro tradicional'];https://open.spotify.com/track/1SA60f6E80FHeeYBwKSikE
4724;Dessa Vez - Acústico;Dessa Vez (Acústico);Krawk;43317;208941;52;0;0,282;0,744;0,411;0;0,108;0,238;-9,219;0,3;84,817;208941;4;['trap brasileiro'];https://open.spotify.com/track/5QzR5cIdm7C9in8jFfYBiJ
4725;Prom Queen;Prom Queen;Beach Bunny;43322;136562;76;1;0,000391;0,528;0,797;0,011;0,14;0,751;-7,487;0,0485;143,785;136562;4;['chicago indie', 'indie pop'];https://open.spotify.com/track/6MpCaSIOfqBqbMED4kXgNY
4726;A Música da Mãe;A Música da Mãe;Djonga;43336;218250;52;0;0,246;0,876;0,476;0;0,178;0,516;-8,892;0,328;127,958;218250;4;['brazilian hip hop', 'funk carioca', 'pop rap brasileiro'];https://open.spotify.com/track/2YD8rHthWUwXAyucqI5gYm
4727;Epitáfio;Epitáfio;Alok;43462;155409;52;1;0,178;0,761;0,528;0,00000464;0,125;0,32;-10,775;0,0757;122,045;155410;4;['brazilian edm', 'edm', 'electro house', 'pop house'];https://open.spotify.com/track/5odQOYACbwu0fuBkTJe04X
4728;Antídoto - Ao Vivo;Intensamente Hoje!;Matheus & Kauan;43230;182178;52;1;0,0714;0,467;0,926;0;0,381;0,605;-4,175;0,163;178,119;182179;4;['pop nacional', 'sertanejo universitario'];https://open.spotify.com/track/1k7LzLJztXUcMl33v3Jxfv
4729;Fé, Prego e Maderite;Fé, Prego e Maderite;MC Neguinho do Kaxeta;43453;224184;52;0;0,268;0,649;0,469;0;0,0922;0,466;-11,425;0,269;131,941;224184;4;['funk carioca', 'funk ostentacao', 'funk paulista'];https://open.spotify.com/track/1BpUvKBSC58BBUjcHX3H1n
4730;Stay;beerbongs & bentleys;Post Malone;43217;204426;76;1;0,449;0,507;0,48;0;0,147;0,35;-5,418;0,0266;86,046;204427;4;['dance pop', 'edm', 'electro house', 'pop', 'pop edm', 'tropical house'];https://open.spotify.com/track/4H7WNRErSbONkM06blBoGc
4731;Estranho - Ao Vivo | Acústico;Agora É Que São Elas 2 (Ao Vivo | Acústico);Maiara & Maraisa;43203;157930;52;1;0,493;0,739;0,504;0;0,0956;0,391;-5,925;0,0576;155,876;157931;4;['batidao romantico', 'funk carioca', 'funk ostentacao', 'funk paulista'];https://open.spotify.com/track/4NFqlsk3yQn7DULU8OGnfP
4732;Não Esqueço;Não Esqueço;Niara;43259;185217;52;1;0,543;0,805;0,513;0;0,194;0,355;-6,383;0,0442;114,989;185217;4;['funk carioca', 'r&b brasileiro'];https://open.spotify.com/track/3ycgRTqMzjmLMhWfuIKIcm
4733;Popotão Grandão;Popotão Grandão;Mc Neguinho do ITR;43103;132922;52;1;0,651;0,974;0,365;0,00272;0,0741;0,862;-7,373;0,0672;130,023;132923;4;['funk carioca', 'funk ostentacao'];https://open.spotify.com/track/75E2xyRjYAsmjfDeAwdW0D
4734;Rap do Neji: O Preço da Liberdade (NERD HITS);Rap do Neji: O Preço da Liberdade (NERD HITS);7 Minutoz;43441;265890;52;0;0,208;0,564;0,849;0;0,359;0,315;-4,87;0,0394;102,058;265890;4;['nerdcore brasileiro'];https://open.spotify.com/track/6VQtVE7t7aQh3Xpwr12oa2
4735;Pot-Pourri: Recado a Minha Amada / Farol das Estrelas - Ao Vivo;Tardezinha 2 (Ao Vivo);Thiaguinho;43259;238377;52;1;0,517;0,564;0,738;0;0,972;0,75;-6,746;0,0354;156,111;238378;4;['batidao romantico', 'brega funk', 'brega romantico', 'forro de favela', 'funk carioca'];https://open.spotify.com/track/2IOdtfgIb3joLpHvjd3NDP
4736;Relaxa;#Relaxa;Clau;43112;186781;52;0;0,194;0,746;0,597;0;0,265;0,768;-5,642;0,0535;98,102;186781;4;['electropop', 'indie pop', 'la indie', 'pop'];https://open.spotify.com/track/0Z5RbOBpD8YMndpkNNQaRQ
4737;Quase Tudo - Ao Vivo | Acústico;Agora É Que São Elas 2 (Ao Vivo | Acústico);Maiara & Maraisa;43203;198842;52;1;0,73;0,69;0,374;0;0,115;0,518;-4,846;0,0376;141,833;198843;4;['batidao romantico', 'funk carioca', 'funk ostentacao', 'funk paulista'];https://open.spotify.com/track/10xeM2k8J5Q7a1MS6wHGp5
4738;Prefiro Nem Perguntar - Ao Vivo;Prefiro Nem Perguntar (Ao Vivo);Diego & Victor Hugo;43154;175786;52;0;0,337;0,525;0,746;0;0,444;0,425;-4,917;0,0508;107,106;175787;4;['sertanejo', 'sertanejo pop', 'sertanejo universitario'];https://open.spotify.com/track/0gmdEIvhPkw7WiNO27WXxr
4739;Juramento do Dedinho;Juramento do Dedinho;Mano Walter;43217;164808;52;0;0,463;0,712;0,548;0;0,13;0,659;-5,487;0,0568;143,912;164809;3;['forro', 'sertanejo pop', 'sertanejo universitario'];https://open.spotify.com/track/4Eco98ezksfnQzVNJCjg9j
4740;Compartilhando Mágoa;Compartilhando Mágoa;George Henrique & Rodrigo;43441;170038;52;1;0,252;0,795;0,68;0;0,212;0,576;-4,003;0,071;132,024;170038;4;['sertanejo', 'sertanejo pop', 'sertanejo universitario'];https://open.spotify.com/track/3M6QJpWhM9NPcBwxTRKLlH
4741;Uma dose;Uma dose;Class A;43126;171807;52;0;0,209;0,719;0,694;0;0,133;0,0735;-4,313;0,115;117,062;171807;4;['country rap'];https://open.spotify.com/track/4bec9kNL2dc6ajcwmaIh2t
4742;Beat do Megatron;Putaria do Kitinho;Mc Kitinho;43133;173139;52;1;0,521;0,63;0,757;0,000223;0,0588;0,726;-2,208;0,301;83,005;173140;5;['funk carioca', 'funk ostentacao'];https://open.spotify.com/track/4pSQwZHPXbjYUkPYyJNrtE
4743;Faz a Pose;Faz a Pose;Derek;43388;126766;52;1;0,135;0,808;0,693;0,00186;0,659;0,603;-9,532;0,274;162,088;126766;4;['meme rap', 'rap', 'trap', 'underground hip hop', 'vapor trap', 'viral rap'];https://open.spotify.com/track/4xXs9gGGcEDUGmDnuXQXVS
4744;Simples e Romântico;Simples e Romântico;Nicolas Germano;43101;207115;52;1;0,836;0,678;0,149;0;0,179;0,498;-11,361;0,0314;106,021;207116;4;['folk brasileiro'];https://open.spotify.com/track/7dAbpCdKHAPNONpwGTmGzC
4745;Hello?;diary 001;Clairo;43245;135016;75;0;0,641;0,839;0,473;0,000459;0,0939;0,0644;-7,835;0,0607;98,732;135016;4;['indie pop', 'modern rock', 'rock'];https://open.spotify.com/track/7qwt4xUIqQWCu1DJf96g2k
4746;Desbotequei (Ai Bebê) - Acústico / Ao Vivo;Acústico Show PPA (Acústico / Ao Vivo);Pedro Paulo & Alex;43315;147040;52;1;0,141;0,639;0,555;0;0,561;0,487;-9,151;0,0422;132,122;147040;4;['funk carioca', 'sertanejo', 'sertanejo pop', 'sertanejo universitario'];https://open.spotify.com/track/5XeWwlZf786vKxXaekvyyh
4747;Pot-Pourri: Recado Fatalmente / Derê / Coração Radiante - Ao Vivo;Tardezinha 2 (Ao Vivo);Thiaguinho;43259;225472;52;1;0,581;0,448;0,724;0;0,975;0,721;-6,913;0,0354;88,675;225473;4;['batidao romantico', 'brega funk', 'brega romantico', 'forro de favela', 'funk carioca'];https://open.spotify.com/track/78CyWZqXixhBOeIwKHzStE
4748;Vem Meu Amor;Anavitória Canta Para Foliões De Bloco, Foliões De Avenida E Não Foliões Também;ANAVITÓRIA;43133;154618;52;1;0,774;0,719;0,691;0;0,136;0,929;-7,165;0,0463;163,965;154618;4;['folk brasileiro', 'nova mpb', 'pop lgbtq+ brasileira', 'pop nacional', 'portuguese pop'];https://open.spotify.com/track/5xyVTYGlRwh4XQT8RNJAsy
4749;Panic Room;Panic Room;Au/Ra;43140;237772;74;1;0,152;0,495;0,426;0,00000565;0,099;0,0636;-9,434;0,0736;97,91;237773;4;['deep pop edm', 'indie poptimism', 'pop'];https://open.spotify.com/track/7uUahoeqGNRMbpdeiLj1rS
4750;"Zero - From the Original Motion Picture ""Ralph Breaks The Internet""";Origins (Deluxe);Imagine Dragons;43413;210933;70;1;0,000479;0,634;0,662;0,00142;0,111;0,244;-7,543;0,0325;90,011;210933;4;['modern rock', 'pop', 'rock'];https://open.spotify.com/track/2bzitsPcImYC6DZWvvLCQi
4751;What If (I Told You I Like You);What If (I Told You I Like You);Johnny Orlando;43238;219186;74;1;0,189;0,735;0,584;0;0,125;0,395;-5,047;0,14;93,016;219187;4;['canadian pop', 'social media pop'];https://open.spotify.com/track/4v7DgEMw6EvYyuQ4eWFD9l
4752;Sompratransa;Sompratransa;Konai;43119;176169;52;1;0,562;0,603;0,361;0,0111;0,13;0,333;-11,229;0,169;104,971;176170;4;['brazilian hip hop', 'pop rap brasileiro'];https://open.spotify.com/track/5Y7zUx0khAPj33ptE7d4Om
4753;Reflections;Hard To Imagine The Neighbourhood Ever Changing;The Neighbourhood;43406;244013;65;0;0,114;0,648;0,594;0,0462;0,116;0,544;-7,027;0,0293;113,983;244013;4;['modern alternative rock', 'modern rock', 'pop', 'rock'];https://open.spotify.com/track/2xql0pid3EUwW38AsywxhV
4754;Espelho Meu - Ao Vivo;Espelho Meu (Ao Vivo);Henrique & Diego;43399;161152;52;0;0,203;0,521;0,918;0;0,579;0,683;-3,414;0,0867;185,995;161152;4;['sertanejo', 'sertanejo pop', 'sertanejo universitario'];https://open.spotify.com/track/5vAH9kwRajhfewbqBczqwJ
4755;a lot;i am > i was;21 Savage;43455;288624;79;1;0,0395;0,837;0,636;0,00125;0,342;0,274;-7,643;0,086;145,972;288624;4;['atl hip hop', 'rap', 'trap'];https://open.spotify.com/track/2t8yVaLvJ0RenpXUIAC52d
4756;Rap do Meliodas: Eu Sou o Capitão;Rap do Meliodas: Eu Sou o Capitão;7 Minutoz;43257;255605;52;0;0,104;0,556;0,869;0;0,0808;0,13;-5,089;0,125;88,93;255606;4;['nerdcore brasileiro'];https://open.spotify.com/track/67TC27LlugQ6eiHLbv9xtx
4757;Tudo Ao Contrário - Ao Vivo;Laje 67 (Ao Vivo);Atitude 67;43348;180874;52;1;0,647;0,691;0,791;0;0,735;0,787;-7,067;0,107;77,032;180875;4;['funk carioca', 'pop nacional', 'sertanejo pop'];https://open.spotify.com/track/0TXOFn2yvg64k70DbV45xg
4758;STOP TRYING TO BE GOD;ASTROWORLD;Travis Scott;43315;338438;72;0;0,221;0,588;0,567;0;0,135;0,113;-3,738;0,0628;150,009;338438;4;['rap'];https://open.spotify.com/track/1xYpVRspgaLxdJLOTQkTjg
4759;Deixa Queimar;Som Do Secreto, Vol. 1;Som Do Reino;43179;465235;52;1;0,114;0,493;0,676;0;0,109;0,35;-8,818;0,0325;133,873;465235;4;['adoracao'];https://open.spotify.com/track/3Z4rOU7rY27muUAssUZGbM
4760;Sacrifice (feat. Jessie Reyez);Fifty Shades Freed (Original Motion Picture Soundtrack);Various Artists;43140;209360;65;0;0,339;0,512;0,469;0,0000588;0,118;0,291;-7,813;0,0416;126,671;209360;3;['reggaeton', 'reggaeton flow'];https://open.spotify.com/track/4LbfLqheRZesqH794Avpd9
4761;Consequences;Camila;Camila Cabello;43112;178466;72;1;0,889;0,455;0,292;0;0,106;0,43;-6,792;0,0563;84,339;178467;5;['dance pop', 'pop', 'post-teen pop'];https://open.spotify.com/track/7sTtHHrD0zDpmzQzH3zegz
4762;Right Now;Right Now;Nick Jonas;43336;201680;67;0;0,0104;0,597;0,751;0;0,0912;0,568;-4,982;0,193;103,956;201680;4;['dance pop', 'pop', 'pop rock', 'post-teen pop', 'viral pop'];https://open.spotify.com/track/43wzy7JxMEfvCh8ZFeZKYk
4763;Scotch;Elevate;Sidoka;43462;221500;52;1;0,531;0,629;0,667;0;0,102;0,183;-6,548;0,311;129,954;221500;4;['brazilian hip hop', 'rap mineiro'];https://open.spotify.com/track/4qqT68UURRP6lPHiI9TApM
4764;Logo agora;Logo agora;MAR ABERTO;43273;187573;52;1;0,606;0,645;0,382;0;0,115;0,51;-10,102;0,058;83,003;187573;4;['folk brasileiro', 'nova mpb'];https://open.spotify.com/track/0QSDHO1XzAfnjv3Owv3PvG
4765;Quem Foi Que Soprou - Ao Vivo | Acústico;Agora É Que São Elas 2 (Ao Vivo | Acústico);Maiara & Maraisa;43203;211456;52;1;0,568;0,743;0,767;0;0,115;0,549;-3,816;0,0684;96,094;211456;4;['batidao romantico', 'funk carioca', 'funk ostentacao', 'funk paulista'];https://open.spotify.com/track/5GiGLOHzFcYiy3qIZKr7EL
4766;Dia X - Ao Vivo;Atitude 67 (Ao Vivo);Atitude 67;43154;174906;51;1;0,452;0,721;0,801;0;0,667;0,745;-5,406;0,243;87,96;174907;4;['funk carioca', 'pop nacional', 'sertanejo pop'];https://open.spotify.com/track/0jyk4jjgm4j1gUqMg4Z7Tw
4767;Polaroid;Polaroid;YUNG LIXO;43213;182177;52;1;0,401;0,674;0,542;0,00262;0,103;0,194;-9,467;0,101;140,005;182178;4;['trap brasileiro'];https://open.spotify.com/track/5wANYA5Nuw4HTjUlOvesUq
4768;Deusa Do Amor - Ao Vivo;Ofertório (Ao Vivo);Caetano Veloso;43245;294299;53;0;0,943;0,477;0,123;0,00156;0,535;0,348;-15,851;0,0349;80,001;294299;5;['bossa nova', 'mpb', 'samba de roda', 'tropicalia'];https://open.spotify.com/track/2Z6R74YWSGzE1a0BMahvHV
4769;Jurei/Odin;Colírio da Cólera;Fabio Brazza;43433;202108;51;0;0,776;0,681;0,369;0;0,0894;0,862;-10,76;0,38;174,909;202109;4;['brazilian hip hop'];https://open.spotify.com/track/1Zd1T3T45QW6Pv8U0l0uPT
4770;Love Song (A Maior Dor de um Homem);Love Song (A Maior Dor de um Homem);Sabotage;43427;256000;52;1;0,182;0,765;0,484;0;0,114;0,535;-9,103;0,132;90,103;256000;4;['alternative rock', 'east coast hip hop', 'hip hop', 'old school hip hop', 'rap'];https://open.spotify.com/track/2AJ38vlRg3hEJ3m1iAJRyt
4771;All Girls Are The Same;Goodbye & Good Riddance;Juice WRLD;43444;165819;86;1;0,0769;0,671;0,529;0,000335;0,0856;0,203;-7,226;0,307;161,989;165820;4;['chicago rap', 'melodic rap'];https://open.spotify.com/track/4VXIryQMWpIdGgYR4TrjT1
4772;Ghost Of You;Youngblood (Deluxe);5 Seconds of Summer;43266;197411;75;1;0,0965;0,458;0,561;0;0,156;0,206;-4,819;0,0269;149,875;197411;3;['boy band', 'dance pop', 'pop', 'post-teen pop'];https://open.spotify.com/track/1MhXdlCQPnO56T57MfmaRm
4773;Primeira Vista;Primeira Vista;Various Artists;43353;232800;51;0;0,296;0,743;0,502;0;0,0912;0,281;-10,044;0,0631;100,004;232800;4;['reggaeton', 'reggaeton flow'];https://open.spotify.com/track/0ygdZoL2e8cyzdpfzM1iwi
4774;Te Amo e Não Te Quero / Deixei de Ser Cowboy por Ela / Bem aos Olhos da Lua / Por Amor Te Deixo Ir - Ao Vivo;No Pelo (Ao Vivo);Hugo & Guilherme;43112;333296;51;1;0,65;0,434;0,67;0;0,158;0,664;-4,171;0,051;137,483;333296;4;['sertanejo pop'];https://open.spotify.com/track/7gLLaPOIl94DB6svIatqKL
4775;Tardes Que Nunca Acabam;Tardes Que Nunca Acabam;Baco Exu do Blues;43342;138556;51;0;0,0993;0,332;0,696;0,00000149;0,0893;0,239;-10,283;0,0817;103,704;138557;4;['brazilian hip hop', 'pop rap brasileiro', 'rap baiano', 'trap brasileiro'];https://open.spotify.com/track/1WApPGOopGWJ1P1RmRC36K
4776;Us;Electric Light;James Bay;43238;181360;74;1;0,177;0,559;0,473;0,0000015;0,108;0,341;-4,147;0,0364;69,973;181360;4;['modern rock', 'neo mellow', 'pop', 'pop rock'];https://open.spotify.com/track/16XiTUC2rQvb5lmtOm3FYY
4777;Murder On My Mind;I AM YOU;YNW Melly;43315;268434;81;0;0,145;0,759;0,73;0,00000306;0,11;0,74;-7,985;0,0516;115,007;268434;4;['melodic rap', 'rap'];https://open.spotify.com/track/7eBqSVxrzQZtK2mmgRG6lC
4778;These Days;Spring EP;Wallows;43196;202626;72;1;0,0398;0,655;0,668;0,0302;0,0759;0,867;-6,733;0,0272;93,003;202627;4;['indie pop', 'modern rock', 'rock'];https://open.spotify.com/track/4gZDCOFuLCxCRWNhSEcOtJ
4779;Mama;Blue;Jonas Blue;43413;184133;72;0;0,101;0,738;0,794;0;0,0533;0,566;-4,118;0,0416;104,014;184134;4;['dance pop', 'edm', 'pop', 'tropical house', 'uk dance'];https://open.spotify.com/track/7jEyX4bqaCSdMN4D4JNnVj
4780;Don't Let Me Go (Remake) - Radio Edit;Don't Let Me Go (Remake);Dubdogz;43420;171549;52;0;0,00683;0,684;0,668;0,000193;0,318;0,357;-6,297;0,0459;123,971;171549;4;['brazilian bass', 'brazilian edm'];https://open.spotify.com/track/5WfJIIeRKbfaIUI5YUfRL0
4781;Spotlight;Spotlight;Marshmello;43112;177600;75;1;0,0145;0,546;0,822;0;0,742;0,615;-4,483;0,151;150,06;177600;4;['chicago rap', 'melodic rap'];https://open.spotify.com/track/6VrCmhRBFnuGKmtNfk4jDs
4782;Drip Too Hard (Lil Baby & Gunna);Drip Harder;Lil Baby;43378;145542;82;0;0,0852;0,897;0,662;0;0,534;0,389;-6,903;0,292;112,511;145543;4;['brooklyn drill'];https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE
4783;Coisas da Vida - Dennis DJ Remix;Dennis DJ Apresenta: Funk Now! Vol. 3;Dennis DJ;43399;158622;51;1;0,548;0,881;0,37;0;0,0938;0,291;-9,045;0,107;140,058;158622;4;['brazilian edm', 'funk carioca', 'funk das antigas'];https://open.spotify.com/track/02DtcFZ1QSbFGVNP9YFl8Z
4784;I Love It (& Lil Pump);I Love It;Kanye West;43350;127946;75;1;0,0114;0,901;0,522;0;0,259;0,329;-8,304;0,33;104,053;127947;4;['chicago rap', 'rap'];https://open.spotify.com/track/4S8d14HvHb70ImctNgVzQQ
4785;Tudo que sonhamos;Tudo que sonhamos;UM44K;43462;149666;51;1;0,692;0,722;0,449;0;0,12;0,372;-7,69;0,0345;115,025;149666;4;['funk carioca', 'nova mpb', 'pop rap brasileiro', 'sertanejo pop'];https://open.spotify.com/track/1umg63iFtVHFgkapPsKjId
4786;Reasons For Being;Reasons For Being;Deep Watch;43448;176390;64;0;0,98;0,141;0,0282;0,906;0,104;0,0658;-30,003;0,0454;145,22;176391;3;['background music', 'focus'];https://open.spotify.com/track/5tY0sWgi6v0UEibwYjfWlL
4787;No Brainer;No Brainer;DJ Khaled;43308;260000;73;1;0,0733;0,552;0,76;0;0,0865;0,639;-4,706;0,342;135,702;260000;5;['dance pop', 'hip hop', 'miami hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap'];https://open.spotify.com/track/5WvAo7DNuPRmk4APhdPzi8
4788;Fetiche;Trip;Maquiny;43405;270588;51;1;0,309;0,572;0,608;0;0,137;0,315;-7,8;0,239;119,805;270588;4;['brazilian hip hop', 'rap baixada fluminense', 'trap carioca'];https://open.spotify.com/track/7LhRcnNZ2xDV3CKMGxQPZn
4789;Pra Sempre Seu Homem / Você Virou Saudade - Ao Vivo;No Pelo (Ao Vivo);Hugo & Guilherme;43112;215092;51;1;0,567;0,598;0,689;0;0,236;0,732;-3,907;0,123;90,206;215092;4;['sertanejo pop'];https://open.spotify.com/track/3PXkTRSeFeXhvwmBS0ib1O
4790;High On Life (feat. Bonn);High On Life (feat. Bonn);Martin Garrix;43310;230761;73;0;0,0129;0,414;0,486;0;0,111;0,368;-6,431;0,0311;128,038;230762;4;['big room', 'dance pop', 'edm', 'electro house', 'pop', 'progressive house', 'tropical house'];https://open.spotify.com/track/4ut5G4rgB1ClpMTMfjoIuy
4791;FAKE LOVE;Love Yourself 結 'Answer';BTS;43336;242333;74;0;0,00267;0,557;0,719;0;0,306;0,344;-4,515;0,0372;77,501;242334;4;['k-pop', 'k-pop boy group'];https://open.spotify.com/track/5Sn2fm8aisVlR7S6u1KW57
4792;Apaga a Luz (feat. Olívia);Apaga a Luz (feat. Olívia);Nicolas Candido;43413;216446;51;0;0,815;0,61;0,42;0;0,123;0,553;-10,889;0,0462;96,313;216446;4;['indie curitibano', 'nova mpb'];https://open.spotify.com/track/4crctLJMKJekuqQ7cQLpHV
4793;Rap do Gaara: Acho Que Eu Sou um Monstro... (NERD HITS);Rap do Gaara: Acho Que Eu Sou um Monstro... (NERD HITS);7 Minutoz;43338;190033;51;0;0,866;0,539;0,407;0;0,11;0,359;-8,649;0,0337;144,002;190034;4;['nerdcore brasileiro'];https://open.spotify.com/track/591KViGluLG4D0Z7GhsXzw
4794;Bad Boy;The Perfect Red Velvet - The 2nd Album Repackage;Red Velvet;43129;210817;71;1;0,191;0,714;0,736;0;0,0553;0,814;-3,801;0,0457;149,985;210818;4;['k-pop', 'k-pop girl group'];https://open.spotify.com/track/5GKwq4sO5ZHKuWaDmdwMQc
4795;With Me;With Me;Bruno Martini;43126;197540;52;1;0,363;0,7;0,906;0,000958;0,166;0,288;-5,188;0,0391;123,994;197540;4;['brazilian edm', 'edm', 'pop nacional'];https://open.spotify.com/track/2cGltEGxVvnMAirIL4BQ6f
4796;Nice For What;Scorpion;Drake;43280;210746;78;1;0,0891;0,585;0,909;0,000097;0,119;0,758;-6,474;0,0707;93,372;210747;4;['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap'];https://open.spotify.com/track/3CA9pLiwRIGtUBiMjbZmRw
4797;Dancing In The Moonlight (feat. NEIMY);Dancing In The Moonlight (feat. NEIMY);Jubël;43273;164009;78;0;0,27;0,659;0,615;0;0,187;0,193;-5,865;0,0644;119,843;164010;4;['deep house', 'deep tropical house', 'edm', 'new french touch', 'tropical house'];https://open.spotify.com/track/4GSDkZt7GcmzBWmsMcpaVO
4798;Happy Now;Happy Now;Zedd;43299;207029;75;1;0,579;0,503;0,741;0,00000149;0,0712;0,458;-5,128;0,047;88,335;207030;3;['complextro', 'dance pop', 'edm', 'electro house', 'electropop', 'german techno', 'pop', 'post-teen pop', 'tropical house'];https://open.spotify.com/track/4keoy2fqgwGnbWlm3ZVZFa
4799;Mundo de Ilusões - Ao Vivo;Mundo de Ilusões (Ao Vivo);Gusttavo Lima;43231;185781;51;1;0,496;0,758;0,925;0;0,379;0,775;-3,495;0,0548;142,008;185781;4;['pop nacional', 'sertanejo universitario'];https://open.spotify.com/track/3UxbT06Mz8aTJbHYYIxwkI
4800;Palavras No Corpo;A Pele do Futuro;Gal Costa;43371;239560;51;1;0,554;0,564;0,416;0,00145;0,11;0,344;-6,813;0,0423;179,728;239560;3;['adult standards', 'bossa nova', 'brazilian classical', 'brazilian jazz', 'latin classical', 'mpb', 'violao'];https://open.spotify.com/track/1WhWizm70M63k5UVIHX1Fe
4801;Ain't Nobody (Loves Me Better) (feat. Jasmine Thompson);I;Felix Jaehn;43147;186146;73;0;0,672;0,778;0,566;0,000197;0,0698;0,479;-6,959;0,0311;117,971;186147;4;['dance pop', 'edm', 'electropop', 'pop', 'pop edm', 'post-teen pop', 'tropical house'];https://open.spotify.com/track/3c8iiZGfEammKJuWTErE5x
4802;goodnight n go;Sweetener;Ariana Grande;43329;189506;70;1;0,0217;0,708;0,454;0;0,073;0,24;-7,07;0,0395;110,963;189507;4;['dance pop', 'pop', 'post-teen pop'];https://open.spotify.com/track/14kYOiFVPb7E7NfFbqhdln
4803;ETERNO;O MENINO QUE QUERIA SER DEUS;Djonga;43175;226389;51;0;0,249;0,705;0,615;0;0,415;0,561;-7,154;0,551;69,762;226390;5;['brazilian hip hop', 'funk carioca', 'pop rap brasileiro'];https://open.spotify.com/track/2YskSejLUmb5lvghVyTdsa
4804;Nicole Bahls;Nicole Bahls;MC Igu;43465;236414;51;1;0,113;0,85;0,718;0;0,283;0,712;-6,846;0,318;130,053;236415;4;['brazilian hip hop', 'trap brasileiro'];https://open.spotify.com/track/4RJyGUzds4e11hAFJmavOY
