index;name;album;artist;release_date;length;popularity;mode;acousticness;danceability;energy;instrumentalness;liveness;valence;loudness;speechiness;tempo;duration_ms;time_signature;genre;url
4620;Amor Turista - Ao Vivo;Terra Sem Cep (ao Vivo);Jorge & Mateus;43154;154047;53;1;0,247;0,727;0,831;0;0,941;0,694;-5,469;0,0407;135,065;154047;4;['pop nacional', 'sertanejo universitario'];https://open.spotify.com/track/7JY7Cx7e3gcJlACR7N7bM6
4621;3 Nights;Don't Forget About Me, Demos;Dominic Fike;43389;177666;80;0;0,223;0,815;0,518;0;0,104;0,877;-6,594;0,0897;151,891;177667;4;['alternative pop rock', 'pop'];https://open.spotify.com/track/1tNJrcVe6gwLEiZCtprs1u
4622;Still Alive;Still Alive;Liu;43299;130176;54;0;0,00449;0,608;0,864;0,000117;0,174;0,382;-4,569;0,221;123,949;130176;4;['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap'];https://open.spotify.com/track/4OBDdjuvv0xuTzfNxAcyXN
4623;Trago seu Amor de Volta (feat. Dilsinho);Não Para Não;Pabllo Vittar;43377;158544;53;1;0,162;0,714;0,753;0;0,0629;0,431;-4,362;0,136;101,056;158544;4;['art pop', 'dance pop', 'electropop', 'escape room', 'hyperpop', 'pop'];https://open.spotify.com/track/5XZur2QUZ1yY1OclXoKFUt
4624;Dance To This (feat. Ariana Grande);Bloom;Troye Sivan;43343;231846;72;1;0,00632;0,736;0,756;0,00577;0,106;0,712;-7,099;0,047;117,016;231847;4;['pop', 'post-teen pop'];https://open.spotify.com/track/2NjO87HyT80fsgejd3PLYW
4625;Walk It Talk It;Culture II;Migos;43126;276147;76;1;0,0876;0,907;0,633;0,0000026;0,106;0,395;-5,145;0,184;145,914;276147;4;['atl hip hop', 'hip hop', 'pop rap', 'rap', 'trap'];https://open.spotify.com/track/6n4U3TlzUGhdSFbUUhTvLP
4626;Tu Ja Sabe o Que Eu Faço Lá No Meu Barraco;Tu Ja Sabe o Que Eu Faço Lá No Meu Barraco;MC Nego da Marcone;43371;173400;53;1;0,0932;0,714;0,557;0,0000477;0,127;0,497;-4,8;0,534;130,323;173400;1;['funk carioca'];https://open.spotify.com/track/3lNKwhkrNPLmPdFAA856vy
4627;Space Cadet (feat. Gunna);NOT ALL HEROES WEAR CAPES (Deluxe);Metro Boomin;43410;203266;80;0;0,368;0,901;0,464;0,0000171;0,238;0,638;-9,789;0,0645;109,004;203267;4;['atl hip hop', 'rap', 'trap'];https://open.spotify.com/track/1fewSx2d5KIZ04wsooEBOz
4628;Down Below;Feed Tha Streets II;Roddy Ricch;43406;224002;75;1;0,036;0,926;0,454;0,000422;0,0896;0,34;-9,932;0,0732;119,969;224002;4;['north carolina hip hop', 'rap'];https://open.spotify.com/track/4SWWe2OYC4mqf40Gc2RSdl
4629;summer depression;summer depression;girl in red;43162;151693;72;1;0,632;0,691;0,306;0,479;0,108;0,62;-15,651;0,0544;129,929;151693;4;['bedroom pop', 'indie pop', 'norwegian indie'];https://open.spotify.com/track/2zPcVDSpYNVKQ5c7jR7MXj
4630;Duvido;Duvido;Analaga;43350;261384;53;1;0,881;0,427;0,262;0;0,141;0,378;-11,273;0,0492;143,766;261385;1;['funk carioca', 'sertanejo pop', 'sertanejo universitario'];https://open.spotify.com/track/2ykQ1TGgHddy3eJW6njLYn
4631;Ao Vivo E A Cores;Intensamente Hoje!;Matheus & Kauan;43230;180304;53;0;0,0131;0,668;0,526;0;0,147;0,42;-6,174;0,0352;135,032;180304;4;['pop nacional', 'sertanejo universitario'];https://open.spotify.com/track/2Ab1wPTEqulaCGoBak1gUo
4632;Судно (Борис Рижий);Этажи;Molchat Doma;43350;141394;75;1;0,699;0,484;0,749;0,861;0,105;0,468;-4,176;0,0687;160,006;141395;4;['belarusian indie', 'russian post-punk', 'sovietwave'];https://open.spotify.com/track/6DONTnamNDOJdO6DzCu71p
4633;A Festa - Acústico;A Festa (Acústico);Milton Nascimento;43364;330252;53;1;0,922;0,668;0,204;0,0000253;0,0948;0,393;-11,89;0,0393;120,189;330253;4;['bossa nova', 'mpb', 'musica popular mineira', 'samba'];https://open.spotify.com/track/3YM4WkQaQhzjf40skwwadH
4634;Love Someone;Love Someone;Lukas Graham;43350;205463;74;0;0,161;0,55;0,415;0;0,108;0,274;-6,557;0,052;172,065;205463;4;['danish pop', 'pop', 'scandipop'];https://open.spotify.com/track/2JqnpexlO9dmvjUMCaLCLJ
4635;Symphony (feat. Zara Larsson);What Is Love? (Deluxe Edition);Clean Bandit;43434;212733;74;0;0,239;0,715;0,605;0,0000141;0,189;0,454;-5,128;0,0428;122,956;212733;4;['dance pop', 'edm', 'pop', 'post-teen pop', 'tropical house', 'uk dance', 'uk funky'];https://open.spotify.com/track/72gv4zhNvRVdQA0eOenCal
4636;Pot-Pourri: Eu Nunca Amei Assim / Telegrama - Ao Vivo;Tardezinha 2 (Ao Vivo);Thiaguinho;43259;215484;53;1;0,71;0,493;0,735;0;0,47;0,778;-6,586;0,0419;81,484;215485;4;['batidao romantico', 'brega funk', 'brega romantico', 'forro de favela', 'funk carioca'];https://open.spotify.com/track/2cdnXBVGr4MnUwItDHqXP1
4637;Epiphany;Love Yourself 結 'Answer';BTS;43336;240361;74;0;0,29;0,509;0,558;0;0,131;0,327;-6,369;0,0276;135,879;240362;4;['k-pop', 'k-pop boy group'];https://open.spotify.com/track/7L8hkKW4hnemNfuOfEZcle
4638;Rap do Naruto: O Demônio Dentro de Mim;Rap do Naruto: O Demônio Dentro de Mim;7 Minutoz;43206;236120;53;0;0,0947;0,702;0,379;0;0,129;0,322;-10,7;0,0681;121,025;236120;4;['nerdcore brasileiro'];https://open.spotify.com/track/2h4uv2P6DV3YwlHIrOXEcz
4639;Lazer de Chefe;Lazer de Chefe;Various Artists;43112;331200;53;0;0,542;0,75;0,656;0;0,202;0,312;-5,949;0,139;125,014;331200;4;['reggaeton', 'reggaeton flow'];https://open.spotify.com/track/1sOKL17TLmAG3dXLRT4u5V
4640;Desarrumar - Ao Vivo;Atitude 67 (Ao Vivo);Atitude 67;43154;210973;53;1;0,531;0,694;0,867;0;0,189;0,642;-5,603;0,0793;169,996;210973;4;['funk carioca', 'pop nacional', 'sertanejo pop'];https://open.spotify.com/track/6kLC6dq44QyIlHGdVM6Lb7
4641;Remember Me;Remember Me;UMI;43381;199226;73;0;0,456;0,84;0,344;0,0000336;0,35;0,526;-8,613;0,0374;111,994;199227;4;['alternative r&b', 'bedroom soul', 'indie r&b', 'pop'];https://open.spotify.com/track/630Ug0XtmhhFvAKo0PNuEI
4642;Inesperado - Ao Vivo;Terra Sem Cep (ao Vivo);Jorge & Mateus;43154;146751;53;1;0,393;0,743;0,786;0;0,373;0,767;-4,561;0,034;127,001;146752;4;['pop nacional', 'sertanejo universitario'];https://open.spotify.com/track/0wifP1osuKJrS3bjazE2yq
4643;Lovin' You;Lovin' You;Bhaskar;43392;193720;54;0;0,233;0,701;0,716;0,000142;0,0941;0,356;-8,04;0,087;124,066;193720;4;['brazilian bass', 'brazilian edm'];https://open.spotify.com/track/13ByyMSg4Svkdp6iXlID9v
4644;12 Horas (Ao Vivo) (feat. Marília Mendonça) - Acústico;12 Horas (Ao Vivo) (feat. Marília Mendonça) [Acústico];Dilsinho;43245;202869;53;1;0,817;0,61;0,378;0;0,103;0,469;-5,451;0,0342;137,546;202870;4;['pagode', 'pagode novo'];https://open.spotify.com/track/1aYI1bfSzo2M1LjFwZrXLY
4645;Eu juro - Ao vivo;Prazer, eu sou Ferrugem (Ao vivo);Ferrugem;43175;195711;53;1;0,657;0,375;0,732;0,0000715;0,973;0,47;-7,149;0,037;80,999;195712;4;['pagode'];https://open.spotify.com/track/2Anuj522V4Og18PAPPFAyH
4646;Tô De Pé - Acústico;Tô De Pé (Acústico);Maneva;43238;169472;53;0;0,504;0,877;0,628;0;0,282;0,793;-7,541;0,0669;106,087;169472;4;['brazilian reggae', 'pop nacional'];https://open.spotify.com/track/22QdpwlY4mNXPhl2j9RfgD
4647;Perfect;No Pads, No Helmets...Just Balls (15th Anniversary Tour Edition);Simple Plan;43196;277026;69;1;0,0273;0,494;0,672;0;0,105;0,557;-4,877;0,0405;156,208;277027;4;['canadian pop punk', 'canadian punk', 'canadian rock', 'pop punk'];https://open.spotify.com/track/4j3X4KX8rURekAVIFUhI23
4648;Fazendinha;Dorme Dorme Mundo Bita, Vol. 1;Mundo Bita;43273;197357;53;1;0,988;0,715;0,0175;0,929;0,108;0,365;-30,25;0,0546;140,051;197357;4;['musica infantil'];https://open.spotify.com/track/4rr1mkfK7i9p2s2xNoggM6
4649;Fast Car;Blue;Jonas Blue;43413;212424;73;1;0,469;0,672;0,578;0;0,312;0,548;-6,621;0,0569;113,945;212424;4;['dance pop', 'edm', 'pop', 'tropical house', 'uk dance'];https://open.spotify.com/track/1SN1vSPsr4V4tIUTR3s8YW
4650;Ressaca;LOBOS (Deluxe);Jão;43446;180000;53;1;0,263;0,521;0,571;0;0,414;0,531;-6,186;0,0703;119,936;180000;4;['emo rap', 'miami hip hop'];https://open.spotify.com/track/0Fut8bkxJc6H4Rh951Nxc4
4651;1010;O MENINO QUE QUERIA SER DEUS;Djonga;43175;237789;53;1;0,456;0,632;0,825;0;0,0882;0,51;-5,39;0,507;129,978;237790;4;['brazilian hip hop', 'funk carioca', 'pop rap brasileiro'];https://open.spotify.com/track/3WQJYn3CIvy7CDLdwq18zi
4652;Faça Você Mesmo;Audaz;Filipe Ret;43329;227681;53;1;0,294;0,706;0,663;0;0,0986;0,711;-7,902;0,389;167,806;227682;4;['brazilian hip hop', 'funk carioca', 'pop rap brasileiro'];https://open.spotify.com/track/7xFUk2SgeEQwt14mJnBXYj
4653;Boa Noite;Dorme Dorme Mundo Bita, Vol. 1;Mundo Bita;43273;188318;53;1;0,995;0,765;0,0154;0,965;0,0993;0,522;-33,148;0,159;109,984;188318;4;['musica infantil'];https://open.spotify.com/track/0Vkkrh0GbrHRprDkMfHnp1
4654;Canção De Hotel;O Tempo É Agora;ANAVITÓRIA;43315;168680;53;0;0,659;0,705;0,365;0,000161;0,0976;0,397;-11,316;0,0515;159,799;168681;4;['folk brasileiro', 'nova mpb', 'pop lgbtq+ brasileira', 'pop nacional', 'portuguese pop'];https://open.spotify.com/track/4oNWSOGTQxNxhapHgpgFfP
4655;Solo (feat. Demi Lovato);What Is Love? (Deluxe Edition);Clean Bandit;43434;222706;71;0;0,0357;0,74;0,622;0,0000485;0,356;0,556;-4,608;0,0446;104,966;222707;4;['dance pop', 'edm', 'pop', 'post-teen pop', 'tropical house', 'uk dance', 'uk funky'];https://open.spotify.com/track/3NuK5xMlSlB6K2Qp16zf3h
4656;A Mil por Hora - Ao Vivo;Terra Sem Cep (ao Vivo);Jorge & Mateus;43154;193899;53;1;0,311;0,67;0,838;0,00000174;0,416;0,619;-4,193;0,0304;139,974;193899;4;['pop nacional', 'sertanejo universitario'];https://open.spotify.com/track/6bbKbaqpPRQWvCrqlAhypu
4657;Viva O Amor;Melim;Melim;43259;178864;53;0;0,3;0,792;0,472;0;0,122;0,967;-6,856;0,0316;97,034;178864;4;['mpb', 'nova mpb', 'pop nacional'];https://open.spotify.com/track/3GH22kQ3ONn8B9jg0CgxEO
4658;Que Sorte a Nossa;Canta o Novo Sertanejo;Ana Vilela;43364;234795;53;1;0,147;0,64;0,565;0,00112;0,189;0,774;-9,862;0,0254;93,995;234796;4;['mpb', 'nova mpb'];https://open.spotify.com/track/6gIFjhzJTJE3amDQZqzhN9
4659;Santo Forte (Ao Vivo) (feat. Luan Santana);Terra do Nunca (EP) [Ao Vivo];Dilsinho;43448;196311;53;1;0,686;0,545;0,717;0;0,979;0,754;-7,145;0,0455;143,862;196311;4;['pagode', 'pagode novo'];https://open.spotify.com/track/08qhlblL5nfKeBDTQrzi8E
4660;Rewrite The Stars (with James Arthur & Anne-Marie);Rewrite The Stars (with James Arthur & Anne-Marie);James Arthur;43398;218293;74;1;0,237;0,67;0,743;0;0,465;0,571;-4,993;0,0393;125,944;218293;4;['pop', 'post-teen pop', 'talent show', 'uk pop'];https://open.spotify.com/track/6mQLN3zRtAp6ovjusyYKrV
4661;Capital Letters;Fifty Shades Freed (Original Motion Picture Soundtrack);Various Artists;43140;219373;72;1;0,0337;0,661;0,814;0,00000827;0,0518;0,459;-5,529;0,0759;99,963;219373;4;['reggaeton', 'reggaeton flow'];https://open.spotify.com/track/6l0Ky2PycJV1Bz88kFeVGL
4662;Bluesman;Bluesman;Baco Exu do Blues;43427;173381;52;0;0,157;0,607;0,763;0,000024;0,366;0,411;-5,529;0,578;149,838;173381;4;['brazilian hip hop', 'pop rap brasileiro', 'rap baiano', 'trap brasileiro'];https://open.spotify.com/track/3hHMr9tAmcqGqUjX8awAzL
4663;Bebida Na Ferida - Acústico;Zé Neto & Cristiano - Acústico;Zé Neto & Cristiano;43173;165290;53;1;0,503;0,658;0,606;0;0,17;0,426;-6,089;0,0376;125,997;165291;4;['sertanejo pop'];https://open.spotify.com/track/2ZuG40RDVJQwEaRWQu7Gh4
4664;Quando Você Voltar;Quando Você Voltar;Grito Filmes;43171;270181;53;1;0,866;0,57;0,489;0;0,0903;0,324;-8,141;0,144;175,928;270182;4;[];https://open.spotify.com/track/5NPgOJ2neCEW8MLsffhaSg
4665;Pot-Pourri: Sina / Eva - Ao Vivo;Tardezinha 2 (Ao Vivo);Thiaguinho;43259;296572;52;1;0,503;0,689;0,707;0;0,954;0,67;-7,625;0,0331;108,008;296573;4;['batidao romantico', 'brega funk', 'brega romantico', 'forro de favela', 'funk carioca'];https://open.spotify.com/track/3DGcQ13Z0sRZWpx2ACCtHY
4666;Despedida - Ao Vivo;#Nabebidaenasofrência, Vol. 1 (Ao Vivo);Ícaro e Gilmar;43434;206629;52;1;0,872;0,558;0,754;0;0,966;0,505;-3,784;0,0616;160,14;206630;4;['sertanejo pop'];https://open.spotify.com/track/3eb8T0yR0FEFX01Pv0Xdso
4667;samba do moço bonito;samba do moço bonito;Clara Valverde;43448;197090;53;1;0,497;0,695;0,448;0;0,0965;0,902;-8,696;0,0605;157,194;197091;4;['brazilian edm'];https://open.spotify.com/track/4eskR9gFtgYA2lY09lgqly
4668;Barulho de Chuva Super Relaxante, Pt. 01;Barulho de Chuva Super Relaxante;Chuva Para Dormir;43447;100495;53;0;0,134;0,227;0,601;0,934;0,9;0,00299;-37,862;0,0437;65,263;100496;3;[];https://open.spotify.com/track/2aetCfa3ybmDgecE1Rsf7J
4669;This Feeling;Sick Boy;The Chainsmokers;43448;197946;77;1;0,0558;0,575;0,571;0;0,0912;0,449;-7,906;0,0439;105,049;197947;4;['dance pop', 'edm', 'electropop', 'pop', 'tropical house'];https://open.spotify.com/track/4NBTZtAt1F13VvlSKe6KTl
4670;Mulher Psicopata;Lambasaia o Cafajeste da Lambada;Lambasaia;43418;211945;53;1;0,377;0,925;0,801;0;0,346;0,792;-3,566;0,186;115,057;211946;4;['forro'];https://open.spotify.com/track/6OZJHD9GyqzblRsLEKRpQ8
4671;Darkside;Different World;Alan Walker;43448;211680;75;0;0,131;0,43;0,606;0;0,173;0,123;-5,115;0,0431;169,988;211680;4;['electro house'];https://open.spotify.com/track/6SRWhUJcD2YKahCwHavz3X
4672;Grande é o Senhor - Ao Vivo;Legado 40 Anos - Ato 3: Igreja na Rua (Ao Vivo);Adhemar De Campos;43423;453106;52;1;0,0418;0,455;0,542;0;0,275;0,28;-8,469;0,0372;116,069;453107;4;['adoracao', 'brazilian gospel', 'gospel antigas'];https://open.spotify.com/track/4UfeWJN1A2glEr9EteoPQN
4673;Bodak Yellow;Invasion of Privacy;Cardi B;43196;223712;76;0;0,0659;0,926;0,703;0;0,231;0,485;-6,337;0,103;125,022;223713;4;['pop', 'pop rap', 'rap'];https://open.spotify.com/track/6KBYefIoo7KydImq1uUQlL
4674;Algo Parecido;Os Três Primeiros (Gravado Ao Vivo no Circo Voador);Skank;43383;225140;53;1;0,511;0,55;0,637;0;0,123;0,652;-6,913;0,0268;167,908;225140;4;['dancehall', 'modern reggae'];https://open.spotify.com/track/2QkXuBmYljpYwgcyqbA1C2
4675;Buzina;Não Para Não;Pabllo Vittar;43377;137422;54;0;0,0957;0,766;0,888;0,0000229;0,0654;0,69;-4,648;0,147;164,017;137422;4;['art pop', 'dance pop', 'electropop', 'escape room', 'hyperpop', 'pop'];https://open.spotify.com/track/7fP2cpq8jUlXz3h2QfEpgs
4676;APESHIT;EVERYTHING IS LOVE;The Carters;43269;264853;67;1;0,0131;0,706;0,785;0;0,164;0,377;-6,475;0,271;160,033;264853;4;['pop', 'pop rap', 'r&b', 'urban contemporary'];https://open.spotify.com/track/62GXGpd73vslqIBHq8XqOx
4677;Cuidando de Longe;A Pele do Futuro;Gal Costa;43371;220226;53;1;0,345;0,717;0,816;0;0,114;0,875;-5,863;0,0433;100,033;220227;4;['adult standards', 'bossa nova', 'brazilian classical', 'brazilian jazz', 'latin classical', 'mpb', 'violao'];https://open.spotify.com/track/2DgAknj9a6riqm4h7mZdGD
4678;Nunca Vai Ser Eu;Nunca Vai Ser Eu;Raí Saia Rodada;43322;161053;52;0;0,425;0,795;0,863;0;0,0894;0,928;-2,211;0,0487;154,049;161054;4;['forro'];https://open.spotify.com/track/0rLcwfZhJao2Na45DvgcF9
4679;Sons de Amor;Mariana Nolasco;Mariana Nolasco;43301;184554;52;1;0,434;0,786;0,555;0;0,0878;0,535;-8,86;0,0842;92,012;184555;4;['neo mellow', 'pop', 'pop rock', 'viral pop'];https://open.spotify.com/track/1m8qkyl5sHDEvZQslKOwJC
4680;Teste da Mãozinha - Ao Vivo;No Pelo Em Campo Grande (ao Vivo);Hugo & Guilherme;43441;172472;52;1;0,737;0,676;0,773;0;0,848;0,669;-4,916;0,0676;112,128;172472;4;['sertanejo pop'];https://open.spotify.com/track/0wshnPflQAjMVaCDIraSWk
4681;Aquarela;Quarta Dimensão;Magyn;43391;114545;52;1;0,85;0,528;0,185;0,00000126;0,0537;0,631;-15,845;0,131;158,649;114545;4;['atl hip hop', 'hip hop', 'rap', 'trap', 'underground hip hop'];https://open.spotify.com/track/0vaZwWsgifKIHjnNsYoY0H
4682;Baianá (feat. Barbatuques & 2STRANGE);Baianá (feat. Barbatuques & 2STRANGE);Alok;43266;139614;53;1;0,0123;0,666;0,874;0,0127;0,318;0,395;-6,103;0,0508;94,987;139614;4;['brazilian edm', 'edm', 'electro house', 'pop house'];https://open.spotify.com/track/20B8QudwR3rtOnZo6hswab
4683;Máscaras;Máscaras;Delacruz;43378;306141;52;0;0,161;0,707;0,517;0;0,094;0,188;-8,156;0,478;127,195;306142;4;['funk carioca'];https://open.spotify.com/track/1YcAHAuurahm6s1RVN8fzX
4684;Too Little Too Late - 2018;The High Road (2018);JoJo;43454;223533;67;0;0,00302;0,394;0,821;0,019;0,186;0,509;-4,304;0,0404;82,764;223533;4;['meme rap'];https://open.spotify.com/track/3hc7PLcmuZbJGPjhIore1i
4685;Vai Sentando Sem Compromisso - Radio Edit;Vai Sentando Sem Compromisso (Radio Edit);Mc Alysson;43367;192052;52;1;0,679;0,833;0,881;0,000135;0,0793;0,682;-7,294;0,454;149,962;192052;4;['funk carioca'];https://open.spotify.com/track/3YXBNLStlE1G6bOniRFsaO
4686;Se Eu Te Procurar;Do Jeito que Nóis Gosta 2;Diego & Arnaldo;43129;161529;52;1;0,755;0,721;0,782;0;0,405;0,727;-4,236;0,0497;123,121;161529;4;['sertanejo', 'sertanejo pop', 'sertanejo universitario'];https://open.spotify.com/track/7dYm9m4c51h4IeICvu6b1O
4687;Under Pressure - Remastered;Bohemian Rhapsody (The Original Soundtrack);Queen;43392;244484;63;1;0,395;0,672;0,699;0;0,094;0,46;-7,831;0,0475;113,737;244485;4;['pop', 'pop rap'];https://open.spotify.com/track/6suU8oBlW4O2pg88tOXgHo
4688;Treta em Treta;Hit dos Fluxos;Dj Henrique de Ferraz;43245;199448;52;1;0,663;0,87;0,494;0;0,381;0,35;-3,31;0,449;86,623;199448;3;['funk bh', 'funk carioca', 'funk ostentacao'];https://open.spotify.com/track/7dciEubaJg2SgJHc0yGNyo
4689;Buenos Aires;Subliminar;MC Igu;43140;184764;52;1;0,228;0,844;0,537;0;0,117;0,493;-8,44;0,137;130,027;184764;4;['brazilian hip hop', 'trap brasileiro'];https://open.spotify.com/track/5MEUlmD0aDyMuHHmeqRuTD
4690;Youngblood;Youngblood;5 Seconds of Summer;43202;203417;75;0;0,0169;0,596;0,854;0;0,124;0,152;-5,114;0,463;120,274;203418;4;['boy band', 'dance pop', 'pop', 'post-teen pop'];https://open.spotify.com/track/55S2PQgSMYAhgoTCcGCDfw
4691;NO BYSTANDERS;ASTROWORLD;Travis Scott;43315;218283;75;1;0,0204;0,731;0,811;0;0,411;0,426;-3,225;0,0712;147,045;218284;4;['rap'];https://open.spotify.com/track/6OaVWaGfhXn70ZJfdVcabn
4692;High (& Dua Lipa);Fifty Shades Freed (Original Motion Picture Soundtrack);Various Artists;43140;196706;66;0;0,0922;0,708;0,552;0;0,0541;0,686;-5,552;0,21;147,834;196707;4;['reggaeton', 'reggaeton flow'];https://open.spotify.com/track/3dD9yyYTQ73SZvyOygyKva
4693;Din Din Din (Participação especial de MC Pupio e MC Doguinha);Din Din Din (Participação especial de MC Pupio e MC Doguinha);Ludmilla;43257;184607;54;1;0,214;0,869;0,622;0;0,0527;0,887;-5,841;0,23;140,039;184607;4;['pagode'];https://open.spotify.com/track/78Q2gghkt8iLJ7J0Uc4QYb
4694;Fulminante - Ao Vivo;A Voz Do Meu Samba - Ao Vivo;Mumuzinho;43399;200432;52;1;0,436;0,548;0,9;0;0,945;0,779;-7,17;0,072;80,019;200433;4;['pagode', 'pagode novo'];https://open.spotify.com/track/1zDIL94Gj8tWDJ2q2OVbNn
4695;Você Tem;Você Tem;Dreicon;43220;164583;53;1;0,732;0,714;0,479;0;0,117;0,553;-5,313;0,0566;143,956;164583;4;['nova mpb', 'r&b brasileiro'];https://open.spotify.com/track/6MMeHHFx8H30NoxkfAD5Bn
4696;Modo Avião - AcúsTHico;AcúsTHico 2;Thiaguinho;43427;164074;52;1;0,744;0,718;0,448;0;0,105;0,97;-6,957;0,0972;83,912;164075;4;['batidao romantico', 'brega funk', 'brega romantico', 'forro de favela', 'funk carioca'];https://open.spotify.com/track/3dWMvkaRAPoBIYlFCiSOSD
4697;Distante do Perfeito - Ao Vivo;Terra Sem Cep (ao Vivo);Jorge & Mateus;43154;205783;52;1;0,509;0,725;0,746;0;0,618;0,717;-4,318;0,0761;96,995;205784;4;['pop nacional', 'sertanejo universitario'];https://open.spotify.com/track/4jCK9FJrxb8eB5vJpUsrLb
4698;Nada pra Fazer / Nascente da Paz - Ao Vivo;A Força do Nosso Som (Ao Vivo);Vou pro Sereno;43343;253954;52;0;0,72;0,499;0,872;0,00000189;0,791;0,871;-5,819;0,0518;117,343;253955;4;['pagode', 'pagode novo', 'samba moderno'];https://open.spotify.com/track/0V6apw7D9uDPkcgDgO62od
4699;Tocando em Frente;Ensaio;Almir Sater;43238;130830;52;1;0,942;0,51;0,0899;0;0,112;0,568;-17,227;0,0478;102,047;130831;1;['folk brasileiro', 'mpb', 'sertanejo', 'viola caipira'];https://open.spotify.com/track/0tmLxce2w4Mxf9gGxRceVl
4700;DNA;Love Yourself 結 'Answer';BTS;43336;223122;74;0;0,0223;0,599;0,774;0;0,0669;0,696;-4,014;0,0541;129,819;223123;4;['k-pop', 'k-pop boy group'];https://open.spotify.com/track/6Z7m5DLNPOaPg9T6nXK0rQ
4701;Novinha Você É uma Flor;Novinha Você É uma Flor;MCs Thin e Alexandre;43273;143971;53;1;0,23;0,86;0,469;0;0,0988;0,769;-6,262;0,109;130,126;143971;4;['funk carioca'];https://open.spotify.com/track/4kiauw5SBqEsu5GuGD09aM
4702;Radio Ga Ga - Live Aid;Bohemian Rhapsody (The Original Soundtrack);Queen;43392;245680;68;1;0,0138;0,406;0,934;0;0,955;0,395;-6,668;0,0845;118,823;245680;4;['pop', 'pop rap'];https://open.spotify.com/track/0YwBZKT8JE4U5TwmYE9BV9
4703;Cidade Lunar;Cidade Lunar;Konai;43301;169173;52;0;0,893;0,364;0,25;0,0000249;0,103;0,322;-11,34;0,0359;101,789;169173;1;['brazilian hip hop', 'pop rap brasileiro'];https://open.spotify.com/track/6y5fR03IqeL56tHtKiwUaO
4704;Don't Stop Me Now - ...Revisited;Bohemian Rhapsody (The Original Soundtrack);Queen;43392;217824;67;1;0,0152;0,465;0,917;0,02;0,286;0,39;-6,331;0,237;155,061;217824;4;['pop', 'pop rap'];https://open.spotify.com/track/3INsYP1Y8GG4qJvBsKCdXC
4705;Amour plastique;Amour plastique;Videoclub;43351;227026;73;0;0,765;0,7;0,354;0,00158;0,128;0,245;-14,043;0,0345;119,965;227027;4;['french indie pop', 'french synthpop'];https://open.spotify.com/track/7M3HuQRRAm1QD4kftmq0bb
4706;Alone;Different World;Alan Walker;43448;160426;73;1;0,229;0,673;0,914;0,000478;0,186;0,183;-3,962;0,0496;97,021;160427;4;['electro house'];https://open.spotify.com/track/3LlmKSHR3Rs0Y3KHQLAYDk
4707;Atos 2 (feat. Gabriela Rocha);Atos 2 (feat. Gabriela Rocha);ALEXANDRE APOSAN;43434;342221;52;1;0,036;0,362;0,728;0,0000359;0,486;0,342;-7,873;0,06;159,088;342222;3;['groove gospel', 'reggae cristao'];https://open.spotify.com/track/5bvOdRoFQQRHyhdEJ5jk9L
4708;Be Alright;Be Alright;Dean Lewis;43280;196373;82;1;0,697;0,553;0,586;0;0,0813;0,443;-6,319;0,0362;126,684;196373;4;['australian pop', 'pop'];https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm
4709;Eu Vou pro Baile da Gaiola;Eu Vou pro Baile da Gaiola;MC Kevin o Chris;43357;123219;52;0;0,824;0,832;0,957;0,000372;0,0673;0,642;-3,212;0,105;152,073;123220;4;['funk 150 bpm', 'funk carioca'];https://open.spotify.com/track/7rvW49PvaFKGyfeoxay9Go
4710;Rebeca;Rebeca;Mc Livinho;43161;205879;53;0;0,05;0,616;0,53;0;0,0985;0,17;-6,581;0,0386;145,134;205880;4;['brega funk', 'funk carioca', 'funk das antigas', 'funk ostentacao'];https://open.spotify.com/track/4fPUiN5BT02UXJkGlphfNs
4711;I Want To Break Free;Bohemian Rhapsody (The Original Soundtrack);Queen;43392;223080;69;1;0,105;0,807;0,414;0,0000257;0,0813;0,502;-8,903;0,0352;108,944;223080;4;['pop', 'pop rap'];https://open.spotify.com/track/7iAqvWLgZzXvH38lA06QZg
4712;Wasabi;LM5 (Deluxe);Little Mix;43420;154786;73;1;0,00451;0,847;0,656;0,000854;0,143;0,234;-4,976;0,115;114,001;154787;4;['dance pop', 'girl group', 'pop', 'post-teen pop', 'talent show', 'uk pop'];https://open.spotify.com/track/7IOuCLt770D8v0u3SVaDeI
4713;Quem Dizes Que Eu Sou;Quem Dizes Que Eu Sou;Hillsong Em Português;43189;334496;52;1;0,00122;0,339;0,545;0;0,0791;0,0893;-6,907;0,0318;172,005;334497;3;['adoracao', 'world worship'];https://open.spotify.com/track/0XCJhazlavQEh6gK4UjO3t
4714;all the kids are depressed;glisten;Jeremy Zucker;43224;169973;79;1;0,836;0,773;0,437;0,0000242;0,544;0,707;-8,281;0,0963;103,861;169973;4;['pop'];https://open.spotify.com/track/75ls0gurX68lUmMjE7QcsE
4715;HOUSTONFORNICATION;ASTROWORLD;Travis Scott;43315;217828;73;0;0,0985;0,689;0,723;0;0,158;0,288;-4,052;0,0836;160,042;217828;4;['rap'];https://open.spotify.com/track/58TaFP5j5i9swOf584yon2
